"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 25 09:49:45 GMT 2025","Tue Mar 25 09:49:45 GMT 2025","3","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus","testGetUserStatus(String, Long, String) [4] user4, 60, Active",""
"passed","Tue Mar 25 09:49:45 GMT 2025","Tue Mar 25 09:49:45 GMT 2025","4","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus","testGetUserStatus(String, Long, String) [2] user2, 90, Active",""
"passed","Tue Mar 25 09:49:43 GMT 2025","Tue Mar 25 09:49:43 GMT 2025","11","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetInactiveUsers","Тест получения неактивных пользователей [3] , 400, Invalid number format for days",""
"passed","Tue Mar 25 09:49:45 GMT 2025","Tue Mar 25 09:49:45 GMT 2025","3","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus","testGetUserStatus(String, Long, String) [5] user5, 120, Highly active",""
"skipped","Tue Mar 25 09:49:45 GMT 2025","Tue Mar 25 09:49:45 GMT 2025","0","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserLastSessionDate_WithoutSessions","testGetUserLastSessionDate_WithoutSessions()",""
"passed","Tue Mar 25 09:49:42 GMT 2025","Tue Mar 25 09:49:42 GMT 2025","17","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession","Тест записи сессии [2] user2, 2025-03-05T14:00:00.00, 2025-03-05T15:00:00.00, 400, Invalid data: User not found",""
"passed","Tue Mar 25 09:49:40 GMT 2025","Tue Mar 25 09:49:42 GMT 2025","1895","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testUserRegistration_Missing","Тест регистрации пользователя с пропущенным параметром [1] userName, Alice, 400, Missing parameters",""
"passed","Tue Mar 25 09:49:43 GMT 2025","Tue Mar 25 09:49:43 GMT 2025","12","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetTotalActivity","Тест получения общего времени активности [2] user2, 400, Invalid data: No sessions found for user",""
"passed","Tue Mar 25 09:49:43 GMT 2025","Tue Mar 25 09:49:43 GMT 2025","12","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetMonthlyActivity","Тест получения месячной активности [3] , 2025-03, 400, Empty userId parameter",""
"passed","Tue Mar 25 09:49:45 GMT 2025","Tue Mar 25 09:49:45 GMT 2025","221","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus","testGetUserStatus(String, Long, String) [1] user1, 10, Inactive",""
"passed","Tue Mar 25 09:49:42 GMT 2025","Tue Mar 25 09:49:43 GMT 2025","15","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession","Тест записи сессии [6] user1, loginTime, 2025-03-05T15:00:00.00, 400, Invalid data: Text 'loginTime' could not be parsed at index 0",""
"passed","Tue Mar 25 09:49:43 GMT 2025","Tue Mar 25 09:49:43 GMT 2025","17","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetTotalActivity_MissingUserId","Тест получения общего времени активности без userId",""
"passed","Tue Mar 25 09:49:45 GMT 2025","Tue Mar 25 09:49:45 GMT 2025","13","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus_ThrowsException","testGetUserStatus_ThrowsException()",""
"passed","Tue Mar 25 09:49:43 GMT 2025","Tue Mar 25 09:49:43 GMT 2025","14","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession","Тест записи сессии с пропущенным параметром [3] userId, user1, loginTime, 2025-03-05T14:00:00.00, 400, Missing parameters",""
"passed","Tue Mar 25 09:49:42 GMT 2025","Tue Mar 25 09:49:42 GMT 2025","33","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testUserRegistration_Missing","Тест регистрации пользователя с пропущенным параметром [2] userId, user1, 400, Missing parameters",""
"passed","Tue Mar 25 09:49:43 GMT 2025","Tue Mar 25 09:49:43 GMT 2025","14","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession","Тест записи сессии [7] user1, 2025-03-05T14:00:00.00, logoutTime, 400, Invalid data: Text 'logoutTime' could not be parsed at index 0",""
"passed","Tue Mar 25 09:49:42 GMT 2025","Tue Mar 25 09:49:42 GMT 2025","34","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testUserRegistration","Тест регистрации пользователя [5] user1, Alice, 500, Server Error",""
"passed","Tue Mar 25 09:49:45 GMT 2025","Tue Mar 25 09:49:45 GMT 2025","3","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus","testGetUserStatus(String, Long, String) [3] user3, 130, Highly active",""
"passed","Tue Mar 25 09:49:42 GMT 2025","Tue Mar 25 09:49:42 GMT 2025","14","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testUserRegistration","Тест регистрации пользователя [4] user1, , 400, Empty parameters",""
"passed","Tue Mar 25 09:49:43 GMT 2025","Tue Mar 25 09:49:43 GMT 2025","8","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetInactiveUsers_MissingDays","Тест получения неактивных пользователей без days",""
"passed","Tue Mar 25 09:49:43 GMT 2025","Tue Mar 25 09:49:43 GMT 2025","11","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetMonthlyActivity","Тест получения месячной активности [4] user1, , 400, Invalid data: Text '' could not be parsed at index 0",""
"passed","Tue Mar 25 09:49:45 GMT 2025","Tue Mar 25 09:49:45 GMT 2025","4","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserLastSessionDate","testGetUserLastSessionDate(String, String, Session, Session) [2] user9, 2025-03-07, Mock for Session, hashCode: 1852951004, Mock for Session, hashCode: 836028105",""
"passed","Tue Mar 25 09:49:43 GMT 2025","Tue Mar 25 09:49:43 GMT 2025","16","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetMonthlyActivity_MissingUserId","Тест получения месячной активности без userId",""
