"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 24 15:37:41 GMT 2025","Mon Mar 24 15:37:41 GMT 2025","607","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetInactiveUsers","Тест получения неактивных пользователей [1] 1, 200, [""user1""]",""
"passed","Mon Mar 24 15:37:40 GMT 2025","Mon Mar 24 15:37:40 GMT 2025","21","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testUserRegistration","Тест регистрации пользователя [1] user1, Alice, 200, User registered: true",""
"skipped","Mon Mar 24 15:37:44 GMT 2025","Mon Mar 24 15:37:44 GMT 2025","0","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserLastSessionDate_WithoutSessions","testGetUserLastSessionDate_WithoutSessions()",""
"passed","Mon Mar 24 15:37:41 GMT 2025","Mon Mar 24 15:37:41 GMT 2025","16","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession","Тест записи сессии [5] user1, 2025-03-05T14:00:00.00, , 400, Empty parameters",""
"passed","Mon Mar 24 15:37:40 GMT 2025","Mon Mar 24 15:37:40 GMT 2025","17","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testUserRegistration","Тест регистрации пользователя [3] , Alice, 400, Empty parameters",""
"passed","Mon Mar 24 15:37:41 GMT 2025","Mon Mar 24 15:37:41 GMT 2025","35","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetTotalActivity","Тест получения общего времени активности [1] user1, 200, Total activity: 60 minutes",""
"passed","Mon Mar 24 15:37:41 GMT 2025","Mon Mar 24 15:37:42 GMT 2025","19","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetInactiveUsers","Тест получения неактивных пользователей [2] days, 400, Invalid number format for days",""
"passed","Mon Mar 24 15:37:44 GMT 2025","Mon Mar 24 15:37:44 GMT 2025","10","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus","testGetUserStatus(String, Long, String) [5] user5, 120, Highly active",""
"passed","Mon Mar 24 15:37:42 GMT 2025","Mon Mar 24 15:37:42 GMT 2025","10","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetInactiveUsers_MissingDays","Тест получения неактивных пользователей без days",""
"passed","Mon Mar 24 15:37:41 GMT 2025","Mon Mar 24 15:37:41 GMT 2025","14","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetTotalActivity","Тест получения общего времени активности [2] user2, 400, Invalid data: No sessions found for user",""
"passed","Mon Mar 24 15:37:41 GMT 2025","Mon Mar 24 15:37:41 GMT 2025","16","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession","Тест записи сессии с пропущенным параметром [1] loginTime, 2025-03-05T14:00:00.00, logoutTime, 2025-03-05T15:00:00.00, 400, Missing parameters",""
"passed","Mon Mar 24 15:37:44 GMT 2025","Mon Mar 24 15:37:44 GMT 2025","11","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus_ThrowsException","testGetUserStatus_ThrowsException()",""
"passed","Mon Mar 24 15:37:44 GMT 2025","Mon Mar 24 15:37:44 GMT 2025","3","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserLastSessionDate","testGetUserLastSessionDate(String, String, Session, Session) [2] user9, 2025-03-07, Mock for Session, hashCode: 860771331, Mock for Session, hashCode: 574643596",""
"passed","Mon Mar 24 15:37:41 GMT 2025","Mon Mar 24 15:37:41 GMT 2025","36","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testUserRegistration","Тест регистрации пользователя [5] user1, Alice, 500, Server Error",""
"passed","Mon Mar 24 15:37:42 GMT 2025","Mon Mar 24 15:37:42 GMT 2025","10","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetMonthlyActivity_MissingMonth","Тест получения месячной активности без month",""
"passed","Mon Mar 24 15:37:40 GMT 2025","Mon Mar 24 15:37:41 GMT 2025","18","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testUserRegistration","Тест регистрации пользователя [4] user1, , 400, Empty parameters",""
"passed","Mon Mar 24 15:37:41 GMT 2025","Mon Mar 24 15:37:41 GMT 2025","16","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession","Тест записи сессии [6] user1, loginTime, 2025-03-05T15:00:00.00, 400, Invalid data: Text 'loginTime' could not be parsed at index 0",""
"passed","Mon Mar 24 15:37:41 GMT 2025","Mon Mar 24 15:37:41 GMT 2025","16","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession","Тест записи сессии [7] user1, 2025-03-05T14:00:00.00, logoutTime, 400, Invalid data: Text 'logoutTime' could not be parsed at index 0",""
"passed","Mon Mar 24 15:37:40 GMT 2025","Mon Mar 24 15:37:40 GMT 2025","19","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testUserRegistration_Missing","Тест регистрации пользователя с пропущенным параметром [2] userId, user1, 400, Missing parameters",""
"passed","Mon Mar 24 15:37:41 GMT 2025","Mon Mar 24 15:37:41 GMT 2025","17","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession","Тест записи сессии с пропущенным параметром [3] userId, user1, loginTime, 2025-03-05T14:00:00.00, 400, Missing parameters",""
"passed","Mon Mar 24 15:37:41 GMT 2025","Mon Mar 24 15:37:41 GMT 2025","16","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession","Тест записи сессии [3] , 2025-03-05T14:00:00.00, 2025-03-05T15:00:00.00, 400, Empty parameters",""
"passed","Mon Mar 24 15:37:41 GMT 2025","Mon Mar 24 15:37:41 GMT 2025","17","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession","Тест записи сессии [4] user1, , 2025-03-05T15:00:00.00, 400, Empty parameters",""
"passed","Mon Mar 24 15:37:44 GMT 2025","Mon Mar 24 15:37:44 GMT 2025","2","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus","testGetUserStatus(String, Long, String) [4] user4, 60, Active",""
"passed","Mon Mar 24 15:37:42 GMT 2025","Mon Mar 24 15:37:42 GMT 2025","20","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetMonthlyActivity_MissingUserId","Тест получения месячной активности без userId",""
"passed","Mon Mar 24 15:37:42 GMT 2025","Mon Mar 24 15:37:42 GMT 2025","13","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetMonthlyActivity","Тест получения месячной активности [4] user1, , 400, Invalid data: Text '' could not be parsed at index 0",""
"passed","Mon Mar 24 15:37:42 GMT 2025","Mon Mar 24 15:37:42 GMT 2025","36","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetInactiveUsers","Тест получения неактивных пользователей [3] , 400, Invalid number format for days",""
"passed","Mon Mar 24 15:37:43 GMT 2025","Mon Mar 24 15:37:44 GMT 2025","193","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus","testGetUserStatus(String, Long, String) [1] user1, 10, Inactive",""
"passed","Mon Mar 24 15:37:38 GMT 2025","Mon Mar 24 15:37:40 GMT 2025","1883","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testUserRegistration_Missing","Тест регистрации пользователя с пропущенным параметром [1] userName, Alice, 400, Missing parameters",""
"passed","Mon Mar 24 15:37:44 GMT 2025","Mon Mar 24 15:37:44 GMT 2025","6","","org.itmo.testing.lab2.service.UserStatusServiceTest","","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserLastSessionDate","testGetUserLastSessionDate(String, String, Session, Session) [1] user8, 2025-03-06, Mock for Session, hashCode: 860771331, null",""
"passed","Mon Mar 24 15:37:42 GMT 2025","Mon Mar 24 15:37:42 GMT 2025","10","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetMonthlyActivity","Тест получения месячной активности [2] user2, 2025-03, 400, Invalid data: No sessions found for user",""
